path	primary_subsystem	change_scope	conflict_risk	niffler_status	niffler_provenance	niffler_feature_clusters	niffler_report_section	aether_status	aether_provenance	aether_feature_clusters	aether_report_section	final_equal	niffler_to_aether_status	coverage_state
apps/aether-gateway/src/ai_serving/planner/candidate_transport_ranking_facts.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:1,routing_scheduler:1,runtime_performance:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/common.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:4,openai_codex_responses:2,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/decision/control_plan.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:4,openai_codex_responses:1,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/decision_input.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:2,branding_foundation:1,codex_responses_images:1,integration_merge:4,managed_prompts_groups:2,testing_ci_build:1	03-niffler-customizations.md#2-niffler-core	M	mapped	auth_security_privacy:1,billing_wallet_payments:1,integration_merge:13,openai_codex_responses:5,provider_protocol_runtime:1,provider_request_runtime:1,routing_scheduler:1,runtime_performance:2,workspace_architecture:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/gemini_cli.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	A	mapped	gemini_antigravity_protocol:1,integration_merge:2,openai_codex_responses:1,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	A	mapped
apps/aether-gateway/src/ai_serving/planner/mod.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:3,integration_merge:3,provider_pool_management:1	03-niffler-customizations.md#2-niffler-core	M	mapped	gemini_antigravity_protocol:1,integration_merge:12,openai_codex_responses:2,provider_protocol_runtime:1,routing_scheduler:1,testing_ci_build:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/plan_builders.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/build.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	runtime_performance:1,testing_ci_build:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/candidates.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:1	03-niffler-customizations.md#2-niffler-core	M	mapped	claude_protocol:1,integration_merge:4,openai_codex_responses:2,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/payload.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:1,integration_merge:4,managed_prompts_groups:1	03-niffler-customizations.md#2-niffler-core	M	mapped	claude_protocol:1,gemini_antigravity_protocol:2,integration_merge:14,openai_codex_responses:1,provider_protocol_runtime:2,provider_request_runtime:1,routing_scheduler:1,stream_failover_timing:1,testing_ci_build:2	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/request.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	gemini_antigravity_protocol:4,integration_merge:16,openai_codex_responses:4,other_provider_protocols:1,provider_protocol_runtime:1,provider_request_runtime:1,testing_ci_build:1,workspace_architecture:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/request/policy.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:1,openai_codex_responses:1,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/request/prepare.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	gemini_antigravity_protocol:1,integration_merge:2,openai_codex_responses:1,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/plans.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	provider_oauth_management:1,provider_request_runtime:1,runtime_performance:1,testing_ci_build:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/request.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:2,provider_protocol_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/request/body.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:2,provider_protocol_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/passthrough/provider/request/url.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:1,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/pool_scores.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,provider_oauth_management:1,provider_protocol_runtime:1,routing_scheduler:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/redaction.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	A	mapped	auth_security_privacy:1,integration_merge:4,runtime_performance:2,stream_failover_timing:1,testing_ci_build:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	A	mapped
apps/aether-gateway/src/ai_serving/planner/report_context.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:2,integration_merge:3	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,routing_scheduler:1,stream_failover_timing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/request_gzip.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	A	mapped	integration_merge:5,openai_codex_responses:1,provider_protocol_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	A	mapped
apps/aether-gateway/src/ai_serving/planner/route.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1,provider_request_runtime:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/runtime_miss.rs	routing_scheduler	niffler_only	high	M	mapped	provider_pool_management:1	03-niffler-customizations.md#2-niffler-core		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/files.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	provider_oauth_management:1,provider_request_runtime:1,runtime_performance:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/files/decision.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:1,integration_merge:4,managed_prompts_groups:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:7,openai_codex_responses:1,provider_oauth_management:1,provider_protocol_runtime:1,routing_scheduler:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/files/support.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/image.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:3,integration_merge:2	03-niffler-customizations.md#2-niffler-core	M	mapped	provider_oauth_management:1,provider_request_runtime:1,runtime_performance:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/image/decision.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:1,codex_responses_images:1,integration_merge:5,managed_prompts_groups:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:8,openai_codex_responses:1,provider_oauth_management:1,provider_protocol_runtime:1,routing_scheduler:1,stream_failover_timing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/image/request.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:3,integration_merge:3	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:7,openai_codex_responses:3,provider_oauth_management:1,stream_failover_timing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/image/support.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:2	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/mod.rs	routing_scheduler	niffler_only	high	M	mapped	codex_responses_images:2,integration_merge:2	03-niffler-customizations.md#2-niffler-core		not_changed_on_branch	base_only_or_merge_only	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/video.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	provider_oauth_management:1,provider_request_runtime:1,runtime_performance:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/video/decision.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	billing_plans_wallet_payments:1,integration_merge:4,managed_prompts_groups:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:7,openai_codex_responses:1,provider_oauth_management:1,provider_protocol_runtime:1,routing_scheduler:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/specialized/video/support.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:3,openai_codex_responses:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/standard/codex.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:5,integration_merge:1,release_deployment_operations:1	03-niffler-customizations.md#2-niffler-core	M	mapped	integration_merge:5,openai_codex_responses:3	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/standard/codex/tests.rs	routing_scheduler	both_changed_diverged	critical	M	mapped	codex_responses_images:8,integration_merge:1,release_deployment_operations:1	03-niffler-customizations.md#2-niffler-core	M	mapped	auth_security_privacy:1,integration_merge:10,openai_codex_responses:5,stream_failover_timing:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
apps/aether-gateway/src/ai_serving/planner/standard/deepseek.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	A	mapped	integration_merge:3,other_provider_protocols:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	A	mapped
apps/aether-gateway/src/ai_serving/planner/standard/family/build.rs	routing_scheduler	aether_only	high		not_changed_on_branch	base_only_or_merge_only	03-niffler-customizations.md#2-niffler-core	M	mapped	provider_oauth_management:1,provider_request_runtime:1,runtime_performance:1,testing_ci_build:1	04-aether-upstream-updates.md#1-p0运行稳定性和性能	no	M	mapped
